,Unnamed: 0,type,status,status-spec,order,saturation,sat-granularity,filename,filetype,regroup-strategy,regroup-time,bandwidth,profile,span,average-wavefront,RMS-wavefront,state-vector-length,groups,group-checks,next-state-calls,reachability-time,statespace-states,statespace-nodes,group-next,group-explored-nodes,group-explored-vectors,time,memory,peak-nodes,LDDop-union,LDDop-minus,LDDop-relProd,LDDop-satCount,LDDop-satCountL,LDDop-zip,LDDop-relProdUnion,LDDop-projectMinus,Unnamed: 36
8028,8497,performance,done,,chain,sat-loop,5,rwmutex-r10w20,pnml,"tg,bs,hf",0.07,635.0,190086.0,209131.0,67.4746,73.9121,70.0,60.0,180.0,180.0,0.18,1044.0,983.0,1140.0,1486.0,41060.0,0.28,394616.0,,,,,,,,,,
8029,8498,performance,done,,bfs,sat-like,5,2D8_gradient_5x5_10,pnml,"tg,bs,hf",0.02,207.0,36326.0,39098.0,17.0547,17.7079,25.0,144.0,2084.0,2084.0,1.23,131128140.0,1540.0,12384.0,11088.0,9504.0,1.26,2359976.0,,,,,,,,,,
8030,8499,performance,done,,bfs,none,5,rwmutex-r20w10,pnml,"tg,bs,hf",0.09,616.0,164290.0,181634.0,52.3029,56.2039,80.0,60.0,1260.0,1260.0,24.88,1048586.0,644.0,1180.0,1546.0,20971660.0,24.99,1409052.0,,,,,,,,,,
8031,8500,performance,done,,bfs,sat-loop,5,dnawalk-11,pnml,"tg,bs,hf",0.05,772.0,204980.0,222289.0,40.9387,42.5305,27.0,260.0,6357.0,6357.0,5.23,28209796.0,4788.0,1194.0,1916.0,1800.0,5.3,2905456.0,,,,,,,,,,
8032,8501,performance,done,,chain-prev,sat-loop,5,angiogenesis-10,pnml,"tg,bs,hf",0.01,242.0,13805.0,15443.0,16.868,17.667,39.0,64.0,2575.0,2575.0,106.93,822645885495.0,114444.0,9586.0,8137.0,21446.0,106.98,3261312.0,,,,,,,,,,
8033,8502,performance,done,,chain,sat-loop,5,RAS-R-100,pnml,"tg,bs,hf",0.18,22.0,22602.0,28171.0,7.401998,7.443084,400.0,202.0,41495.0,41495.0,30.43,6.46501806116397e+31,1391.0,2202.0,2598.0,1596.0,30.66,3015800.0,,,,,,,,,,
8034,8504,performance,done,,bfs,sat-loop,5,closed_system4,pnml,"tg,bs,hf",0.1,755.0,73916.0,81489.0,25.32353,27.19165,231.0,202.0,13450.0,13450.0,14.71,2409739.0,21109.0,1648.0,1950.0,1053.0,14.88,2895460.0,,,,,,,,,,
8035,8505,performance,done,,bfs-prev,sat-like,5,erk-000100,pnml,"tg,bs,hf",0.0,17.0,526.0,725.0,6.6960000000000015,6.919,11.0,11.0,3024.0,3024.0,227.31,15914114086.0,26361.0,61261.0,58984.0,14522386.0,227.34,3919868.0,,,,,,,,,,
8036,8506,performance,done,,chain-prev,sat-loop,5,RAS-R-15,pnml,"tg,bs,hf",0.01,22.0,3307.0,4116.0,7.2025,7.2855,60.0,32.0,935.0,935.0,0.36,278528.0,201.0,332.0,388.0,236.0,0.37,1015624.0,,,,,,,,,,
8037,8507,performance,done,,chain-prev,none,5,MAPK-8,pnml,"tg,bs,hf",0.0,35.0,1928.0,2576.0,8.3873,8.6753,22.0,30.0,360.0,360.0,0.44,6110643.0,668.0,1621.0,1378.0,2112.0,0.46,1294920.0,,,,,,,,,,
8038,8508,performance,done,,chain-prev,sat-like,5,SmallOperatingSystem-MT0016DC0008,pnml,"tg,bs,hf",0.0,17.0,432.0,590.0,6.727,7.023,9.0,8.0,206.0,206.0,0.48,16587.0,2473.0,1608.0,1287.0,2712.0,0.48,1292780.0,,,,,,,,,,
8039,8509,performance,done,,chain-prev,sat-like,5,IOTP_c3m3p3d3,pnml,"tg,bs,hf",0.02,173.0,10421.0,11521.0,11.934,12.6417,111.0,45.0,1983.0,1983.0,1.86,354176.0,5828.0,1549.0,1416.0,754.0,1.9,2828608.0,,,,,,,,,,
8040,8511,performance,done,,bfs-prev,none,5,unf-8x8-4stageSEN-01,pnml,"tg,bs,hf",1.89,3155.0,3421979.0,3601116.0,93.030835,98.17774,168.0,592.0,10064.0,10064.0,13.36,52537.0,70847.0,6752.0,13475.0,9596.0,15.43,2918860.0,,,,,,,,,,
8041,8512,performance,done,,bfs,sat-loop,5,TokenRing-5-unfolded,pnml,"tg,bs,hf",0.05,508.0,97868.0,112214.0,49.9045,52.0558,36.0,156.0,4837.0,4837.0,0.22,166.0,456.0,490.0,1202.0,833.0,0.28,745500.0,,,,,,,,,,
8042,8513,performance,done,,bfs,sat-loop,5,SwimmingPool-1,pnml,"tg,bs,hf",0.0,17.0,351.0,477.0,6.667000000000002,7.016,9.0,7.0,465.0,465.0,0.8,89621.0,6729.0,1712.0,1365.0,5327.0,0.81,1813444.0,,,,,,,,,,
8043,8514,performance,done,,chain-prev,none,5,desel_esparza_8_2,pnml,"tg,bs,hf",0.0,22.0,559.0,733.0,7.881,8.19,10.0,6.0,24.0,24.0,0.0,7.0,32.0,58.0,84.0,38.0,0.01,76.0,,,,,,,,,,
8044,8516,performance,done,,bfs,sat-loop,5,desel_esparza_9_4,pnml,"tg,bs,hf",0.0,12.0,150.0,181.0,5.0,5.24,3.0,5.0,15.0,15.0,0.0,3.0,7.0,25.0,25.0,15.0,0.0,76.0,,,,,,,,,,
8045,8517,performance,done,,bfs-prev,none,5,SmallOperatingSystem-MT0032DC0016,pnml,"tg,bs,hf",0.0,17.0,432.0,590.0,6.727,7.023,9.0,8.0,1160.0,1160.0,10.02,354501.0,14601.0,5256.0,4275.0,15912.0,10.04,2990900.0,,,,,,,,,,
8046,8518,performance,done,,chain-prev,sat-like,5,FMS-20,pnml,"tg,bs,hf",0.0,27.0,755.0,985.0,5.659,5.856,22.0,20.0,747.0,747.0,0.96,6029168852784.0,5747.0,4575.0,4245.0,9983.0,0.98,2268188.0,,,,,,,,,,
8047,8519,performance,done,,chain-prev,sat-loop,5,erk-000100,pnml,"tg,bs,hf",0.0,17.0,526.0,725.0,6.6960000000000015,6.919,11.0,11.0,1433.0,1433.0,112.39,15914114086.0,26361.0,61261.0,58984.0,14522386.0,112.44,3923748.0,,,,,,,,,,
8048,8520,performance,done,,bfs-prev,sat-like,5,Philosophers-10,pnml,"tg,bs,hf",0.0,43.0,5119.0,6902.0,12.281,12.545,50.0,50.0,227.0,227.0,0.04,59049.0,295.0,370.0,441.0,280.0,0.04,100512.0,,,,,,,,,,
8049,8521,performance,done,,bfs,none,5,2-10_phaseVariation,pnml,"tg,bs,hf",0.02,382.0,71936.0,76887.0,25.9313,26.8135,14.0,65.0,845.0,845.0,1.76,7716.0,3731.0,4423.0,4646.0,17471.0,1.79,2712404.0,,,,,,,,,,
8050,8522,performance,done,,bfs-prev,sat-like,5,dnawalk-02,pnml,"tg,bs,hf",0.0,231.0,26809.0,28367.0,20.385,22.082,14.0,84.0,1248.0,1248.0,0.19,5459.0,380.0,387.0,619.0,584.0,0.2,576916.0,,,,,,,,,,
8051,8523,performance,done,,chain,none,5,rwmutex-r10w10,pnml,"tg,bs,hf",0.01,334.0,57960.0,65149.0,41.3718,45.5157,50.0,40.0,80.0,80.0,0.06,1034.0,425.0,640.0,804.0,20560.0,0.07,94592.0,,,,,,,,,,
8052,8524,performance,done,,bfs-prev,sat-like,5,dnawalk-02,pnml,"tg,bs,hf",0.01,231.0,26809.0,28367.0,20.385,22.082,14.0,84.0,1248.0,1248.0,0.16,5459.0,380.0,387.0,619.0,584.0,0.18,660276.0,,,,,,,,,,
8053,8525,performance,done,,chain-prev,sat-like,5,PaceMaker,pnml,"tg,bs,hf",0.05,340.0,52985.0,58991.0,21.081,22.549,70.0,164.0,10412.0,10412.0,2.2,3.68026085700403e+17,1175.0,1202.0,3130.0,3117.0,2.26,2876092.0,,,,,,,,,,
8054,8526,performance,done,,chain,sat-loop,5,peterson_3_14,pnml,"tg,bs,hf",0.0,42.0,994.0,1186.0,9.315,10.03,9.0,12.0,76.0,76.0,0.01,12.0,28.0,73.0,81.0,53.0,0.01,76.0,,,,,,,,,,
8055,8527,performance,done,,bfs-prev,sat-like,5,G-PPP-1000-10,pnml,"tg,bs,hf",0.0,89.0,3079.0,3631.0,11.007,11.835,33.0,22.0,1640.0,1640.0,13.72,14184612091.0,114221.0,11548.0,12088.0,480654.0,13.77,3053052.0,,,,,,,,,,
8056,8528,performance,done,,chain,sat-loop,5,RAS-R-20,pnml,"tg,bs,hf",0.01,22.0,4442.0,5531.0,7.26087,7.33197,80.0,42.0,1696.0,1696.0,0.36,11534336.0,271.0,442.0,518.0,316.0,0.37,1188172.0,,,,,,,,,,
8057,8529,performance,done,,bfs,sat-loop,5,2-10_phaseVariation,pnml,"tg,bs,hf",0.02,382.0,71936.0,76887.0,25.9313,26.8135,14.0,65.0,704.0,704.0,1.66,7716.0,3731.0,4423.0,4646.0,17471.0,1.69,2651608.0,,,,,,,,,,
8058,8530,performance,done,,chain,sat-like,5,5-10_phaseVariation,pnml,"tg,bs,hf",1.88,4074.0,6672932.0,6955371.0,126.14268,135.29548,77.0,677.0,80288.0,80288.0,51.08,476385615597.0,31741.0,28067.0,41683.0,135869.0,53.09,2925660.0,,,,,,,,,,
8059,8531,performance,done,,chain-prev,none,5,BridgeAndVehicles-V10-P10-N10-unfolded,pnml,"tg,bs,hf",0.42,1882.0,1351610.0,1392323.0,55.16548,56.84597,48.0,288.0,8064.0,8064.0,27.15,259556.0,88205.0,4364.0,9624.0,13294.0,27.62,2912240.0,,,,,,,,,,
8060,8532,performance,done,,chain-prev,sat-loop,5,fourdiningphilosophers-boxed,pnml,"tg,bs,hf",0.0,24.0,530.0,713.0,6.269,6.46,12.0,8.0,22.0,22.0,0.01,7.0,38.0,72.0,76.0,40.0,0.01,72.0,,,,,,,,,,
8061,8533,performance,done,,chain-prev,sat-loop,5,desel_esparza_7_3,pnml,"tg,bs,hf",0.0,25.0,477.0,583.0,7.0539999999999985,7.343,9.0,6.0,24.0,24.0,0.0,6.0,32.0,50.0,62.0,30.0,0.0,72.0,,,,,,,,,,
8062,8534,performance,done,,chain-prev,sat-like,5,rwmutex-r10w20,pnml,"tg,bs,hf",0.05,635.0,190086.0,209131.0,67.4746,73.9121,70.0,60.0,284.0,284.0,0.13,1044.0,983.0,1140.0,1486.0,41060.0,0.19,376352.0,,,,,,,,,,
8063,8535,performance,done,,chain-prev,sat-like,5,Kanban-10,pnml,"tg,bs,hf",0.0,34.0,746.0,941.0,5.653,5.908,16.0,16.0,369.0,369.0,0.94,1005927208.0,891.0,1806.0,1540.0,67716.0,0.95,2251352.0,,,,,,,,,,
8064,8536,performance,done,,chain-prev,sat-like,5,BridgeAndVehicles-V10-P10-N10-unfolded,pnml,"tg,bs,hf",0.43,1882.0,1351610.0,1392323.0,55.16548,56.84597,48.0,288.0,42806.0,42806.0,17.5,259556.0,88205.0,4364.0,9624.0,13294.0,17.98,2901652.0,,,,,,,,,,
8065,8537,performance,done,,chain,none,5,dnawalk-14,pnml,"tg,bs,hf",0.07,942.0,245188.0,261235.0,37.5994,39.2383,33.0,312.0,4056.0,4056.0,132.58,1860879029.0,25388.0,1434.0,2306.0,2172.0,132.67,3249732.0,,,,,,,,,,
8066,8538,performance,done,,chain-prev,sat-loop,5,closed_system2,pnml,"tg,bs,hf",0.11,755.0,73916.0,81489.0,25.32353,27.19165,231.0,202.0,14160.0,14160.0,9.73,349874.0,10107.0,1648.0,1950.0,1053.0,9.89,2907704.0,,,,,,,,,,
8067,8539,performance,done,,chain-prev,sat-like,5,SwimmingPool-1,pnml,"tg,bs,hf",0.0,17.0,351.0,477.0,6.667000000000002,7.016,9.0,7.0,276.0,276.0,0.52,89621.0,6729.0,1712.0,1365.0,5327.0,0.53,1393724.0,,,,,,,,,,
8068,8540,performance,done,,bfs,sat-loop,5,Philosophers-50,pnml,"tg,bs,hf",0.12,41.0,26516.0,35059.0,12.25231,12.39473,250.0,250.0,998.0,998.0,0.55,7.17897987691853e+23,1575.0,1850.0,2202.0,1400.0,0.7,1796136.0,,,,,,,,,,
8069,8542,performance,done,,chain-prev,none,5,angiogenesis-05,pnml,"tg,bs,hf",0.0,242.0,13805.0,15443.0,16.868,17.667,39.0,64.0,960.0,960.0,14.87,42734935.0,10509.0,3087.0,2747.0,4011.0,14.89,2944652.0,,,,,,,,,,
8070,8543,performance,done,,chain-prev,sat-like,5,SwimmingPool-1,pnml,"tg,bs,hf",0.0,17.0,351.0,477.0,6.667000000000002,7.016,9.0,7.0,276.0,276.0,0.42,89621.0,6729.0,1712.0,1365.0,5327.0,0.43,1417140.0,,,,,,,,,,
8071,8544,performance,done,,bfs-prev,sat-like,5,dnawalk-15,pnml,"tg,bs,hf",0.07,942.0,236032.0,252973.0,38.4516,39.8235,33.0,312.0,53792.0,53792.0,28.35,1860879029.0,12632.0,1434.0,2305.0,2172.0,28.45,3112420.0,,,,,,,,,,
8072,8545,performance,done,,bfs-prev,sat-like,5,AirplaneLD-pt-0050,pnml,"tg,bs,hf",0.34,2030.0,875026.0,907075.0,22.83819,26.22606,369.0,408.0,14362.0,14362.0,3.7,4471223.0,2056.0,3106.0,3474.0,1879.0,4.18,2818952.0,,,,,,,,,,
8073,8546,performance,done,,chain,sat-like,5,TokenRing-5-unfolded,pnml,"tg,bs,hf",0.07,508.0,97868.0,112214.0,49.9045,52.0558,36.0,156.0,3821.0,3821.0,0.19,166.0,456.0,490.0,1202.0,833.0,0.27,731628.0,,,,,,,,,,
8074,8547,performance,done,,chain,sat-loop,5,angiogenesis-01,pnml,"tg,bs,hf",0.0,242.0,13805.0,15443.0,16.868,17.667,39.0,64.0,728.0,728.0,0.08,110.0,270.0,338.0,463.0,254.0,0.1,325840.0,,,,,,,,,,
8075,8548,performance,done,,chain,none,5,desel_esparza_8_3,pnml,"tg,bs,hf",0.0,34.0,989.0,1281.0,9.75,10.48,14.0,8.0,48.0,48.0,0.0,21.0,60.0,84.0,125.0,64.0,0.01,76.0,,,,,,,,,,
8076,8549,performance,done,,bfs-prev,none,5,rwmutex-r20w10,pnml,"tg,bs,hf",0.05,616.0,164290.0,181634.0,52.3029,56.2039,80.0,60.0,1260.0,1260.0,26.5,1048586.0,644.0,1180.0,1546.0,20971660.0,26.56,1501460.0,,,,,,,,,,
8077,8550,performance,done,,chain,none,5,fivediningphilosophers-3_32,pnml,"tg,bs,hf",0.0,30.0,760.0,992.0,7.615,7.939,15.0,10.0,30.0,30.0,0.0,11.0,50.0,90.0,100.0,50.0,0.0,72.0,,,,,,,,,,
8078,8551,performance,done,,bfs-prev,sat-like,5,2D8_gradient_5x5_10,pnml,"tg,bs,hf",0.01,207.0,36326.0,39098.0,17.0547,17.7079,25.0,144.0,2084.0,2084.0,1.05,131128140.0,1540.0,12384.0,11088.0,9504.0,1.06,2526656.0,,,,,,,,,,
8079,8552,performance,done,,bfs-prev,sat-loop,5,closed_system2,pnml,"tg,bs,hf",0.09,755.0,73916.0,81489.0,25.32353,27.19165,231.0,202.0,15188.0,15188.0,10.45,349874.0,10107.0,1648.0,1950.0,1053.0,10.63,2909376.0,,,,,,,,,,
8080,8553,performance,done,,chain-prev,sat-loop,5,RAS-R-10,pnml,"tg,bs,hf",0.0,22.0,2172.0,2701.0,7.0864,7.1922,40.0,22.0,421.0,421.0,0.06,6144.0,131.0,222.0,258.0,156.0,0.07,332376.0,,,,,,,,,,
8081,8554,performance,done,,chain,none,5,SwimmingPool-1,pnml,"tg,bs,hf",0.0,17.0,351.0,477.0,6.667000000000002,7.016,9.0,7.0,168.0,168.0,0.81,89621.0,6729.0,1712.0,1365.0,5327.0,0.82,1717888.0,,,,,,,,,,
8082,8555,performance,done,,bfs-prev,sat-loop,5,dnawalk-01,pnml,"tg,bs,hf",0.0,225.0,21419.0,23336.0,17.871,18.95,13.0,82.0,980.0,980.0,0.12,3795.0,265.0,379.0,608.0,578.0,0.12,545096.0,,,,,,,,,,
8083,8556,performance,done,,chain-prev,sat-like,5,AirplaneLD-pt-0010,pnml,"tg,bs,hf",0.03,370.0,36808.0,40022.0,14.6459,15.2036,89.0,88.0,794.0,794.0,0.2,43463.0,485.0,666.0,737.0,399.0,0.24,558372.0,,,,,,,,,,
8084,8557,performance,done,,chain,sat-like,5,G-PPP-1-1,pnml,"tg,bs,hf",0.0,89.0,3079.0,3631.0,11.007,11.835,33.0,22.0,461.0,461.0,0.29,10380.0,1209.0,733.0,870.0,844.0,0.3,757464.0,,,,,,,,,,
8085,8558,performance,done,,bfs,sat-loop,5,SmallOperatingSystem-MT0064DC0032,pnml,"tg,bs,hf",0.0,17.0,432.0,590.0,6.727,7.023,9.0,8.0,1496.0,1496.0,44.42,9133641.0,98569.0,18696.0,15435.0,106568.0,44.47,2972844.0,,,,,,,,,,
8086,8561,performance,done,,chain,sat-loop,5,G-PPP-1-100,pnml,"tg,bs,hf",0.0,89.0,3079.0,3631.0,11.007,11.835,33.0,22.0,11741.0,11741.0,5.53,145476966.0,3398.0,3717.0,2597.0,26836.0,5.55,2905804.0,,,,,,,,,,
8087,8562,performance,done,,chain-prev,sat-loop,5,SmallOperatingSystem-MT0128DC0032,pnml,"tg,bs,hf",0.0,17.0,432.0,590.0,6.727,7.023,9.0,8.0,1438.0,1438.0,179.93,113321065.0,355177.0,39976.0,34475.0,268904.0,180.07,3924176.0,,,,,,,,,,
8088,8563,performance,done,,bfs-prev,none,5,gen_sound_is_dec_no-bwf,pnml,"tg,bs,hf",0.0,5.0,48.0,62.0,3.6,3.8,3.0,2.0,12.0,12.0,0.0,6.0,13.0,21.0,25.0,12.0,0.01,76.0,,,,,,,,,,
8089,8565,performance,done,,bfs-prev,sat-like,5,SmallOperatingSystem-MT0032DC0008,pnml,"tg,bs,hf",0.0,17.0,432.0,590.0,6.727,7.023,9.0,8.0,712.0,712.0,1.28,166515.0,7873.0,3088.0,2591.0,6816.0,1.3,2659340.0,,,,,,,,,,
8090,8566,performance,done,,bfs-prev,none,5,erk-000010,pnml,"tg,bs,hf",0.0,17.0,526.0,725.0,6.6960000000000015,6.919,11.0,11.0,891.0,891.0,0.58,47047.0,396.0,1186.0,979.0,4411.0,0.59,1664532.0,,,,,,,,,,
8091,8567,performance,done,,chain,none,5,peterson_3_17,pnml,"tg,bs,hf",0.0,37.0,1851.0,2418.0,10.702,11.048,18.0,21.0,147.0,147.0,0.02,64.0,144.0,146.0,153.0,112.0,0.02,76.0,,,,,,,,,,
8092,8568,performance,done,,chain-prev,none,5,dnawalk-06,pnml,"tg,bs,hf",0.07,507.0,120374.0,128204.0,25.4974,26.7977,34.0,250.0,3000.0,3000.0,32.13,435340831.0,5758.0,1205.0,1880.0,1806.0,32.22,3125864.0,,,,,,,,,,
8093,8569,performance,done,,chain-prev,none,5,RAS-C-5,pnml,"tg,bs,hf",0.0,34.0,2025.0,2682.0,8.2015,8.3955,30.0,20.0,80.0,80.0,0.06,1200.0,228.0,188.0,278.0,206.0,0.06,106136.0,,,,,,,,,,
8094,8571,performance,done,,bfs-prev,sat-loop,5,shared_memory-pt-5,pnml,"tg,bs,hf",0.01,256.0,23912.0,27500.0,29.381,31.432,41.0,55.0,225.0,225.0,0.14,1863.0,780.0,445.0,558.0,340.0,0.16,447748.0,,,,,,,,,,
8095,8572,performance,done,,chain-prev,sat-like,5,dnawalk-01,pnml,"tg,bs,hf",0.0,225.0,21419.0,23336.0,17.871,18.95,13.0,82.0,724.0,724.0,0.16,3795.0,265.0,379.0,608.0,578.0,0.17,559584.0,,,,,,,,,,
8096,8573,performance,done,,bfs,sat-loop,5,dnawalk-04,pnml,"tg,bs,hf",0.05,494.0,110419.0,119561.0,26.7674,28.008000000000006,34.0,250.0,7110.0,7110.0,11.95,432884827.0,4856.0,1205.0,1878.0,1806.0,12.01,2958208.0,,,,,,,,,,
8097,8574,performance,done,,bfs,none,5,RAS-R-3,pnml,"tg,bs,hf",0.0,22.0,583.0,720.0,6.3,6.525,12.0,8.0,56.0,56.0,0.0,20.0,33.0,68.0,76.0,44.0,0.0,76.0,,,,,,,,,,
8098,8575,performance,done,,chain,none,5,SwimmingPool-2,pnml,"tg,bs,hf",0.0,17.0,351.0,477.0,6.667000000000002,7.016,9.0,7.0,308.0,308.0,6.3,3408031.0,62174.0,6042.0,4735.0,35247.0,6.32,2871056.0,,,,,,,,,,
8099,8576,performance,done,,bfs,sat-loop,5,2D8_gradient_5x5_10,pnml,"tg,bs,hf",0.02,207.0,36326.0,39098.0,17.0547,17.7079,25.0,144.0,2212.0,2212.0,1.43,131128140.0,1540.0,12384.0,11088.0,9504.0,1.46,2532840.0,,,,,,,,,,
8100,8577,performance,done,,chain-prev,sat-loop,5,angiogenesis-15,pnml,"tg,bs,hf",0.0,242.0,13805.0,15443.0,16.868,17.667,39.0,64.0,3586.0,3586.0,1508.3,1115538966669110.0,554628.0,19497.0,16332.0,62421.0,1508.54,3921676.0,,,,,,,,,,
8101,8578,performance,done,,bfs,sat-loop,5,AirplaneLD-pt-0200,pnml,"tg,bs,hf",5.27,8315.0,12199887.0,12621738.0,78.79391700000002,134.80908,1419.0,1608.0,8872.0,8872.0,11.27,275494823.0,8240.0,12256.0,13653.0,7429.0,17.63,2960908.0,,,,,,,,,,
8102,8579,performance,done,,chain,sat-like,5,dnawalk-02,pnml,"tg,bs,hf",0.0,231.0,26809.0,28367.0,20.385,22.082,14.0,84.0,1092.0,1092.0,0.14,5459.0,380.0,387.0,619.0,584.0,0.15,456228.0,,,,,,,,,,
8103,8580,performance,done,,bfs-prev,none,5,RAS-R-5,pnml,"tg,bs,hf",0.0,22.0,1037.0,1286.0,6.744,6.91,20.0,12.0,192.0,192.0,0.02,112.0,61.0,112.0,128.0,76.0,0.02,76.0,,,,,,,,,,
8104,8581,performance,done,,chain-prev,none,5,2D8_gradient_10x10_10,pnml,"tg,bs,hf",0.48,500.0,382122.0,400254.0,34.7421,35.59990999999999,100.0,684.0,6156.0,6156.0,18.8,42634215112710.0,6490.0,58824.0,52668.0,45144.0,19.36,2991228.0,,,,,,,,,,
8106,8583,performance,done,,chain,none,5,PaceMaker,pnml,"tg,bs,hf",0.07,340.0,52985.0,58991.0,21.081,22.549,70.0,164.0,4100.0,4100.0,3.94,3.68026085700403e+17,1175.0,1202.0,3130.0,3117.0,4.04,2910100.0,,,,,,,,,,
8107,8584,performance,done,,chain-prev,sat-like,5,2D8_gradient_10x10_10,pnml,"tg,bs,hf",0.33,500.0,382122.0,400254.0,34.7421,35.59990999999999,100.0,684.0,5790.0,5790.0,4.19,42634215112710.0,6490.0,58824.0,52668.0,45144.0,4.58,2914896.0,,,,,,,,,,
8108,8585,performance,done,,chain-prev,sat-like,5,FMS-10,pnml,"tg,bs,hf",0.0,27.0,755.0,985.0,5.659,5.856,22.0,20.0,417.0,417.0,0.3,2501413200.0,1437.0,1525.0,1365.0,2048.0,0.31,868380.0,,,,,,,,,,
8109,8586,performance,done,,chain,sat-like,5,circadian_clock-000010,pnml,"tg,bs,hf",0.0,32.0,1009.0,1382.0,8.267999999999999,8.642000000000001,14.0,16.0,362.0,362.0,0.12,644204.0,118.0,840.0,464.0,1914.0,0.13,326580.0,,,,,,,,,,
8110,8587,performance,done,,bfs-prev,sat-loop,5,IOTP_c5m4p3d2,pnml,"tg,bs,hf",0.01,173.0,10421.0,11521.0,11.934,12.6417,111.0,45.0,2250.0,2250.0,8.36,17406024.0,13457.0,2040.0,1805.0,1180.0,8.39,2934496.0,,,,,,,,,,
8111,8588,performance,done,,bfs,sat-loop,5,SwimmingPool-2,pnml,"tg,bs,hf",0.0,17.0,351.0,477.0,6.667000000000002,7.016,9.0,7.0,895.0,895.0,6.64,3408031.0,62174.0,6042.0,4735.0,35247.0,6.66,2903476.0,,,,,,,,,,
8112,8589,performance,done,,bfs-prev,none,5,fivediningphilosophers-lr-boxed,pnml,"tg,bs,hf",0.0,36.0,1014.0,1320.0,7.165,7.354,20.0,15.0,90.0,90.0,0.01,82.0,87.0,115.0,133.0,80.0,0.01,76.0,,,,,,,,,,
8113,8590,performance,done,,chain-prev,sat-loop,5,erk-000010,pnml,"tg,bs,hf",0.0,17.0,526.0,725.0,6.6960000000000015,6.919,11.0,11.0,173.0,173.0,0.13,47047.0,396.0,1186.0,979.0,4411.0,0.13,587248.0,,,,,,,,,,
8114,8591,performance,done,,chain,sat-like,5,desel_esparza_8_2,pnml,"tg,bs,hf",0.0,22.0,559.0,733.0,7.881,8.19,10.0,6.0,24.0,24.0,0.01,7.0,32.0,58.0,84.0,38.0,0.01,76.0,,,,,,,,,,
8115,8592,performance,done,,bfs,none,5,gen_sound_is_dec_no-bwf,pnml,"tg,bs,hf",0.0,5.0,48.0,62.0,3.6,3.8,3.0,2.0,12.0,12.0,0.0,6.0,13.0,21.0,25.0,12.0,0.0,76.0,,,,,,,,,,
8116,8593,performance,done,,bfs-prev,none,5,dnawalk-14,pnml,"tg,bs,hf",0.1,942.0,245188.0,261235.0,37.5994,39.2383,33.0,312.0,8112.0,8112.0,60.11,1860879029.0,25388.0,1434.0,2306.0,2172.0,60.24,3370220.0,,,,,,,,,,
8117,8594,performance,done,,bfs,none,5,SmallOperatingSystem-MT0064DC0032,pnml,"tg,bs,hf",0.0,17.0,432.0,590.0,6.727,7.023,9.0,8.0,2312.0,2312.0,295.4,9133641.0,98569.0,18696.0,15435.0,106568.0,295.45,3832836.0,,,,,,,,,,
8118,8595,performance,done,,bfs-prev,sat-loop,5,dnawalk-07,pnml,"tg,bs,hf",0.06,569.0,127513.0,135138.0,28.6163,30.4998,34.0,250.0,7249.0,7249.0,9.01,432884827.0,6520.0,1205.0,1879.0,1806.0,9.1,2965948.0,,,,,,,,,,
8119,8596,performance,done,,chain-prev,none,5,philo_dyn-3-unfolded,pnml,"tg,bs,hf",0.05,535.0,136974.0,153600.0,64.6528,70.7235,30.0,84.0,336.0,336.0,0.13,325.0,641.0,561.0,1695.0,1743.0,0.19,648372.0,,,,,,,,,,
8120,8597,performance,done,,chain,none,5,closed_system5,pnml,"tg,bs,hf",0.11,755.0,73916.0,81489.0,25.32353,27.19165,231.0,202.0,14140.0,14140.0,15.06,1657242.0,17936.0,1648.0,1950.0,1053.0,15.24,2879112.0,,,,,,,,,,
8121,8598,performance,done,,chain-prev,none,5,fivediningphilosophers-3_32,pnml,"tg,bs,hf",0.0,30.0,760.0,992.0,7.615,7.939,15.0,10.0,30.0,30.0,0.0,11.0,50.0,90.0,100.0,50.0,0.0,76.0,,,,,,,,,,
8122,8599,performance,done,,bfs,none,5,G-PPP-1-10,pnml,"tg,bs,hf",0.0,89.0,3079.0,3631.0,11.007,11.835,33.0,22.0,8756.0,8756.0,3.3,1655346.0,2858.0,1557.0,1517.0,2356.0,3.3,2896236.0,,,,,,,,,,
8123,8600,performance,done,,chain,sat-loop,5,SwimmingPool-3,pnml,"tg,bs,hf",0.0,17.0,351.0,477.0,6.667000000000002,7.016,9.0,7.0,761.0,761.0,20.93,32209356.0,254594.0,12997.0,10130.0,111267.0,21.0,2924072.0,,,,,,,,,,
8124,8602,performance,done,,chain,none,5,IOTP_c5m4p3d2,pnml,"tg,bs,hf",0.02,173.0,10421.0,11521.0,11.934,12.6417,111.0,45.0,1710.0,1710.0,6.74,17406024.0,13457.0,2040.0,1805.0,1180.0,6.77,2903640.0,,,,,,,,,,
8125,8603,performance,done,,bfs,sat-like,5,rwmutex-r20w10,pnml,"tg,bs,hf",0.08,616.0,164290.0,181634.0,52.3029,56.2039,80.0,60.0,276.0,276.0,22.26,1048586.0,644.0,1180.0,1546.0,20971660.0,22.36,350016.0,,,,,,,,,,
